row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
attn_a_shape8192,1,8192,8192,16.04,16.04,16.04,16.04,16.04,16.04,389.97,389.97
exact_fast,1,8192,8192,15.91,15.91,15.91,15.91,15.91,15.91,391.05,391.05
