t_s,rss_kib,cuda_used_mib,mem_total_bytes,mem_used_bytes,mem_free_bytes,mem_shared_bytes,mem_buff_cache_bytes,mem_available_bytes
0.00036454200744628906,440,,130596646912,3890692096,123833450496,10485760,3959848960,126705954816
0.5218770503997803,538468,,130596646912,6472351744,121251774464,323174400,4272545792,124124295168
1.0243079662322998,538472,3766,130596646912,8379658240,119344467968,323174400,4272545792,122216988672
1.5471961498260498,538476,,130596646912,10299461632,117424664576,323174400,4272545792,120297185280
2.0495598316192627,538480,9142,130596646912,14108041216,113616084992,323174400,4272545792,116488605696
2.571366310119629,538484,,130596646912,16016113664,111708012544,323174400,4272553984,114580533248
3.0736958980560303,538488,12726,130596646912,17919713280,109804412928,323174400,4272553984,112676933632
3.5941243171691895,538496,,130596646912,21729923072,105994203136,323174400,4272553984,108866723840
4.09581995010376,538500,18102,130596646912,23633502208,104090624000,323174400,4272553984,106963144704
4.618695259094238,538504,,130596646912,25549651968,102174474240,323174400,4272553984,105046994944
5.120627164840698,538512,23478,130596646912,27811110912,99913015296,323174400,4272553984,102785536000
5.679443359375,538516,,130596646912,31265808384,96458309632,323174400,4272553984,99330838528
6.181567192077637,538520,27062,130596646912,33166901248,94557216768,323174400,4272553984,97429745664
6.705096006393433,538528,,130596646912,36732170240,90991947776,323174400,4272553984,93864476672
7.207679033279419,538532,32438,130596646912,38886027264,88838090752,323174400,4272553984,91710619648
7.729907035827637,538536,,130596646912,40791728128,86932393984,323174400,4272545792,89804918784
8.232285261154175,538540,37814,130596646912,42695421952,85028700160,323174400,4272553984,87901224960
8.797791242599487,538548,,130596646912,46521131008,81202991104,323174400,4272553984,84075515904
9.300090551376343,538556,41398,130596646912,48416796672,79307325440,323174400,4272553984,82179850240
9.822436332702637,538564,,130596646912,51521531904,76202590208,323174400,4272553984,79075115008
10.324981689453125,538568,46774,130596646912,54138576896,73585545216,323174400,4272553984,76458070016
10.848122358322144,538572,,130596646912,56050741248,71673380864,323174400,4272553984,74545905664
11.35002326965332,538576,52150,130596646912,57950375936,69773742080,323174400,4272562176,72646270976
11.918399810791016,538584,,130596646912,61758795776,65965322240,323174400,4272562176,68837851136
12.420357942581177,538588,55734,130596646912,63658803200,64065314816,323174400,4272562176,66937843712
12.942623138427734,538596,,130596646912,66418401280,61305716736,323174400,4272562176,64178245632
13.445552349090576,538604,61110,130596646912,69369110528,58355007488,323174400,4272562176,61227536384
13.968628168106079,538608,,130596646912,71270285312,56453832704,323174400,4272562176,59326361600
14.470403671264648,538612,66486,130596646912,73177952256,54546145280,323174400,4272570368,57418694656
15.037965297698975,538620,,130596646912,76974661632,50749435904,323174400,4272570368,53621985280
15.540455341339111,538624,70070,130596646912,78877954048,48846143488,323174400,4272570368,51718692864
16.062076091766357,538628,,130596646912,81691197440,46032900096,323174400,4272570368,48905449472
16.565160989761353,538636,75446,130596646912,84604465152,43119632384,323174400,4272570368,45992181760
17.08692717552185,538640,,130596646912,86528860160,41195233280,323174400,4272570368,44067786752
17.589378595352173,538652,80822,130596646912,90341748736,37387714560,323174400,4267200512,40254898176
18.112477779388428,538660,,130596646912,94143746048,33585979392,323174400,4266938368,36452900864
18.61429476737976,538668,87990,130596646912,97957023744,29772685312,323174400,4266971136,32639623168
19.13758420944214,538672,,130596646912,99845353472,27884355584,323174400,4266971136,30751293440
19.640515565872192,702444,95420,130596646912,105894682624,21829316608,323174400,4272320512,24701964288
20.172338008880615,703008,,130596646912,112379551744,15344390144,323174400,4272746496,18217095168
20.674547910690308,703456,105676,130596646912,116905947136,10817994752,323174400,4272746496,13690699776
21.208436727523804,703456,,130596646912,116914339840,10809602048,323174400,4272750592,13682307072
21.71164107322693,703456,105676,130596646912,116914339840,10809602048,323174400,4272754688,13682307072
22.243325233459473,703456,,130596646912,116930596864,10793345024,323174400,4272754688,13666050048
22.746516942977905,703456,105676,130596646912,116930596864,10793345024,323174400,4272754688,13666050048
23.277456521987915,703456,,130596646912,116931436544,10792501248,323174400,4272762880,13665210368
23.780566215515137,703456,105676,130596646912,116931436544,10792501248,323174400,4272762880,13665210368
24.31494379043579,703456,,130596646912,116947693568,10776244224,323174400,4272762880,13648953344
24.817685842514038,703456,105676,130596646912,116947697664,10776244224,323174400,4272754688,13648949248
25.348682165145874,703456,,130596646912,116963954688,10759987200,323174400,4272762880,13632692224
25.852237224578857,703456,105676,130596646912,116963954688,10759987200,323174400,4272762880,13632692224
26.386725664138794,703456,,130596646912,116971925504,10752016384,323174400,4272762880,13624721408
26.88948655128479,703456,105676,130596646912,116971667456,10752274432,323174400,4272766976,13624979456
27.42310094833374,703456,,130596646912,116964634624,10759278592,323174400,4272779264,13632012288
27.92578649520874,703476,105676,130596646912,116964634624,10759278592,323174400,4272779264,13632012288
28.46025776863098,703476,,130596646912,116978987008,10744926208,323174400,4272795648,13617659904
28.963475942611694,703476,105676,130596646912,116978987008,10744926208,323174400,4272795648,13617659904
29.496923685073853,703476,,130596646912,116970008576,10753892352,323174400,4272795648,13626638336
30.00056505203247,703476,105676,130596646912,116970008576,10753892352,323174400,4272795648,13626638336
30.533390998840332,703476,,130596646912,116966809600,10757091328,323174400,4272803840,13629837312
31.036867141723633,703476,105676,130596646912,116965220352,10758672384,323174400,4272803840,13631426560
31.569921731948853,703476,,130596646912,116967727104,10756165632,323174400,4272807936,13628919808
32.07288455963135,703476,105676,130596646912,116966584320,10757251072,323174400,4272975872,13630062592
32.60422134399414,703476,,130596646912,116965191680,10758692864,323174400,4272836608,13631455232
33.10784149169922,703476,105676,130596646912,116963770368,10760097792,323174400,4272836608,13632876544
33.64214754104614,703476,,130596646912,116948594688,10775273472,323174400,4272836608,13648052224
34.145766735076904,703476,105676,130596646912,116947542016,10776326144,323174400,4272836608,13649104896
34.67921304702759,703476,,130596646912,116933459968,10790412288,323174400,4272828416,13663186944
35.182270526885986,703476,105676,130596646912,116933459968,10790412288,323174400,4272832512,13663186944
35.71479892730713,703476,,130596646912,116932595712,10791276544,323174400,4272832512,13664051200
36.217639207839966,703476,105676,130596646912,116932595712,10791276544,323174400,4272832512,13664051200
36.748220443725586,703476,,130596646912,116917141504,10806730752,323174400,4272832512,13679505408
37.251208782196045,703540,103188,130596646912,115816378368,11907493888,323174400,4272840704,14780268544
37.77616786956787,681104,,130596646912,60894781440,66829090816,323174400,4272840704,69701865472
38.278298139572144,681104,1437,130596646912,7184478208,120539394048,323174400,4272840704,123412168704
38.80237340927124,,,130596646912,3896983552,123826884608,10485760,3960152064,126699663360
