row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.36,16.36,16.36,16.36,16.36,16.36,393.95,393.95
f16_vec8,1,8192,8192,16.24,16.24,16.24,16.24,16.24,16.24,389.72,389.72
