row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
attn_b_shape4096,1,8192,8192,15.9,15.9,15.9,15.9,15.9,15.9,389.16,389.16
exact_fast,1,8192,8192,16.12,16.12,16.12,16.12,16.12,16.12,393.86,393.86
