row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.09,16.09,16.09,16.09,16.09,16.09,393.1,393.1
moe_gate_maxr48,1,8192,8192,16.18,16.18,16.18,16.18,16.18,16.18,390.95,390.95
