ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,kvcache_bytes
2048,2048,406.97,128,15.73,52184460
10240,8192,386.94,128,15.86,164939148
18432,8192,371.68,128,15.65,277693836
26624,8192,358.54,128,15.24,390448524
34816,8192,343.74,128,14.42,503203212
43008,8192,325.11,128,14.21,615957900
51200,8192,314.33,128,13.94,728712588
59392,8192,303.29,128,13.63,841467276
65536,6144,296.50,128,13.43,926033292
