ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
2048,2048,386.19,128,18.63,68.054,127,18.78,52184460
10240,8192,371.19,128,15.81,64.334,127,15.90,164939148
18432,8192,356.45,128,15.77,64.629,127,15.86,277693836
26624,8192,344.42,128,15.60,66.744,127,15.69,390448524
34816,8192,330.52,128,15.00,68.656,127,15.08,503203212
43008,8192,313.51,128,14.85,69.128,127,14.93,615957900
51200,8192,303.54,128,14.70,68.535,127,14.78,728712588
59392,8192,293.18,128,14.54,69.578,127,14.61,841467276
65536,6144,286.93,128,14.42,71.057,127,14.50,0
