row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.15,16.15,16.15,16.15,16.15,16.15,394.01,394.01
moe_down_ldg,1,8192,8192,15.96,15.96,15.96,15.96,15.96,15.96,389.57,389.57
moe_gate_ldg,1,8192,8192,15.93,15.93,15.93,15.93,15.93,15.93,391.37,391.37
moe_ldg_weights,1,8192,8192,15.86,15.86,15.86,15.86,15.86,15.86,389.23,389.23
