row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.02,16.02,16.02,16.02,16.02,16.02,394.59,394.59
mmq_q8_dense_vec_attn_q_b,1,8192,8192,9.65,9.65,9.65,9.65,9.65,9.65,389.61,389.61
