row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.15,16.15,16.15,16.15,16.15,16.15,392.31,392.31
shared_gate_up_warp1,1,8192,8192,16.16,16.16,16.16,16.16,16.16,16.16,390.17,390.17
