row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.1,16.1,16.1,16.1,16.1,16.1,391.38,391.38
moe_gate_maxr48,1,8192,8192,16.03,16.03,16.03,16.03,16.03,16.03,389.36,389.36
