row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,15.98,15.98,15.98,15.98,15.98,15.98,392.0,392.0
shared_gate_up_shape2048,1,8192,8192,16.07,16.07,16.07,16.07,16.07,16.07,389.26,389.26
