t_s,rss_kib,cuda_used_mib,mem_total_bytes,mem_used_bytes,mem_free_bytes,mem_shared_bytes,mem_buff_cache_bytes,mem_available_bytes
0.00036263465881347656,140,,130596646912,3902824448,123817857024,10620928,3963592704,126693822464
0.5213525295257568,540384,,130596646912,6465769472,121254871040,325406720,4278398976,124130877440
1.023728847503662,540388,3766,130596646912,8369876992,119350755328,325271552,4278263808,122226769920
1.5457067489624023,540388,,130596646912,10293846016,117426786304,325271552,4278263808,120302800896
2.047947645187378,540396,9142,130596646912,14106054656,113614577664,325271552,4278263808,116490592256
2.5724194049835205,540400,,130596646912,16026574848,111694057472,325271552,4278263808,114570072064
3.074362277984619,540408,12726,130596646912,17933881344,109786750976,325271552,4278263808,112662765568
3.5960516929626465,540416,,130596646912,21737541632,105983090688,325271552,4278263808,108859105280
4.098066329956055,540420,18102,130596646912,23645532160,104075100160,325271552,4278263808,106951114752
4.620929479598999,540424,,130596646912,25558827008,102161805312,325271552,4278263808,105037819904
5.123733997344971,540432,23478,130596646912,29364490240,98356142080,325271552,4278263808,101232156672
5.647324562072754,540436,,130596646912,31297462272,96423170048,325271552,4278263808,99299184640
6.149147987365723,540440,27062,130596646912,33201156096,94519476224,325271552,4278267904,97395490816
6.671948432922363,540448,,130596646912,36653441024,91067191296,325271552,4278267904,93943205888
7.1743762493133545,540452,32438,130596646912,38932107264,88788525056,325271552,4278267904,91664539648
7.696486949920654,540456,,130596646912,40823791616,86896840704,325271552,4278267904,89772855296
8.199498891830444,540460,37814,130596646912,42728243200,84992372736,325271552,4278280192,87868403712
8.767376899719238,540468,,130596646912,46545567744,81175044096,325271552,4278280192,84051079168
9.270041227340698,540476,41398,130596646912,48452874240,79267737600,325271552,4278280192,82143772672
9.794832706451416,540484,,130596646912,51656978432,76063633408,325271552,4278280192,78939668480
10.297715663909912,540488,46774,130596646912,54182039552,73538572288,325271552,4278280192,76414607360
10.821391105651855,540492,,130596646912,56073326592,71647285248,325271552,4278280192,74523320320
11.323692083358765,540496,52150,130596646912,57978568704,69742043136,325271552,4278280192,72618078208
11.892348051071167,540504,,130596646912,61793812480,65926799360,325271552,4278280192,68802834432
12.39430856704712,540508,55734,130596646912,63698538496,64022073344,325271552,4278280192,66898108416
12.917426824569702,540516,,130596646912,66560086016,61160525824,325271552,4278280192,64036560896
13.420323371887207,540520,61110,130596646912,69410471936,58310139904,325271552,4278280192,61186174976
13.94232726097107,540524,,130596646912,71318872064,56401739776,325271552,4278280192,59277774848
14.445120096206665,540528,66486,130596646912,73226178560,54494433280,325271552,4278280192,57370468352
15.01150918006897,540536,,130596646912,77038252032,50682359808,325271552,4278280192,53558394880
15.513990879058838,540540,70070,130596646912,78945554432,48775053312,325271552,4278288384,51651092480
16.036503553390503,540548,,130596646912,81857257472,45863350272,325271552,4278288384,48739389440
16.539345741271973,540552,75446,130596646912,84665466880,43055140864,325271552,4278288384,45931180032
17.063807010650635,540556,,130596646912,86555996160,41164607488,325271552,4278288384,44040650752
17.566417455673218,540572,80822,130596646912,90373918720,37352316928,325271552,4272656384,40222728192
18.088293313980103,540580,,130596646912,94203211776,33523023872,325271552,4272656384,36393435136
18.590348720550537,540588,87990,130596646912,98016096256,29710139392,325271552,4272656384,32580550656
19.11260437965393,540592,,130596646912,99903053824,27823181824,325271552,4272656384,30693593088
19.61501908302307,698380,95598,130596646912,106133168128,21587197952,325271552,4278157312,24463478784
20.142370223999023,698692,,130596646912,112753152000,14967214080,325271552,4278157312,17843494912
20.64463448524475,713128,105680,130596646912,117005938688,10714374144,325271552,4278583296,13590708224
21.176602125167847,715636,,130596646912,117003034624,10717278208,325271552,4278587392,13593612288
21.679865837097168,715636,105680,130596646912,117003096064,10717216768,325271552,4278591488,13593550848
22.213587284088135,715636,,130596646912,117019353088,10700959744,325271552,4278591488,13577293824
22.71696400642395,715636,105680,130596646912,117015842816,10704470016,325271552,4278591488,13580804096
23.24832773208618,715636,,130596646912,117030752256,10689560576,325271552,4278591488,13565894656
23.752034187316895,715636,105680,130596646912,117030752256,10689560576,325271552,4278591488,13565894656
24.286171913146973,715636,,130596646912,117031813120,10688499712,325271552,4278591488,13564833792
24.78802514076233,715636,105680,130596646912,117029670912,10690641920,325271552,4278599680,13566976000
25.318536281585693,715640,,130596646912,117022121984,10698186752,325271552,4278607872,13574524928
25.82089328765869,715640,105680,130596646912,117018886144,10701352960,325271552,4278763520,13577760768
26.352768182754517,715640,,130596646912,117023064064,10697224192,325271552,4278611968,13573582848
26.856160879135132,715640,105680,130596646912,117023186944,10697101312,325271552,4278611968,13573459968
27.387569904327393,715640,,130596646912,117023186944,10697101312,325271552,4278611968,13573459968
27.88975954055786,715724,105680,130596646912,117023129600,10697101312,325271552,4278771712,13573517312
28.415618181228638,715724,,130596646912,117031174144,10689101824,325271552,4278640640,13565472768
28.918967485427856,715920,105680,130596646912,117028356096,10691919872,325271552,4278640640,13568290816
29.448256492614746,715920,,130596646912,117013508096,10706767872,325271552,4278657024,13583138816
29.950908422470093,715920,105680,130596646912,117013508096,10706767872,325271552,4278661120,13583138816
30.480520963668823,715924,,130596646912,117036830720,10683400192,325271552,4278661120,13559816192
30.984411478042603,715924,105680,130596646912,117033046016,10687184896,325271552,4278661120,13563600896
31.51690649986267,715924,,130596646912,117030875136,10689355776,325271552,4278665216,13565771776
32.02032804489136,715924,105680,130596646912,117027291136,10692939776,325271552,4278665216,13569355776
32.55234932899475,715924,,130596646912,117034639360,10685591552,325271552,4278665216,13562007552
33.0562527179718,715924,105680,130596646912,117034639360,10685591552,325271552,4278665216,13562007552
33.58825206756592,715924,,130596646912,117023125504,10697105408,325271552,4278665216,13573521408
34.09105920791626,715924,105680,130596646912,117022318592,10697912320,325271552,4278665216,13574328320
34.62355589866638,715924,,130596646912,117020536832,10699694080,325271552,4278665216,13576110080
35.12642240524292,715928,105680,130596646912,117011505152,10708725760,325271552,4278665216,13585141760
35.66162896156311,715928,,130596646912,117011763200,10708467712,325271552,4278669312,13584883712
36.16491222381592,716044,105680,130596646912,117011505152,10708725760,325271552,4278669312,13585141760
36.696613788604736,716044,,130596646912,117007052800,10713169920,325271552,4278669312,13589594112
37.199806928634644,693736,97034,130596646912,109693542400,18026680320,325271552,4278673408,20903104512
