t_s,rss_kib,cuda_used_mib,mem_total_bytes,mem_used_bytes,mem_free_bytes,mem_shared_bytes,mem_buff_cache_bytes,mem_available_bytes
0.0005424022674560547,276,,130596646912,5168906240,122555842560,10485760,3959291904,125427740672
0.5256533622741699,538476,,130596646912,7657472000,120067284992,323174400,4271951872,122939174912
1.0274267196655273,538480,3766,130596646912,9560821760,118163935232,323174400,4271951872,121035825152
1.5498263835906982,538480,,130596646912,11425677312,116299079680,323174400,4271951872,119170969600
2.052309274673462,538484,7350,130596646912,13314662400,114410094592,323174400,4271951872,117281984512
2.574571371078491,538488,,130596646912,17113784320,110610972672,323174400,4271951872,113482862592
3.0766806602478027,538496,12726,130596646912,19004293120,108720463872,323174400,4271951872,111592353792
3.599621534347534,538500,,130596646912,20884439040,106840317952,323174400,4271951872,109712207872
4.1013758182525635,538504,16310,130596646912,22769213440,104955543552,323174400,4271951872,107827433472
4.6243577003479,538512,,130596646912,25050136576,102674616320,323174400,4271951872,105546510336
5.127161741256714,538516,21686,130596646912,28459425792,99265327104,323174400,4271951872,102137221120
5.6507248878479,538520,,130596646912,30353158144,97371594752,323174400,4271951872,100243488768
6.153646945953369,538524,25270,130596646912,32237056000,95487696896,323174400,4271951872,98359590912
6.67582368850708,538528,,130596646912,34154414080,93570338816,323174400,4271951872,96442232832
7.178158521652222,538536,30646,130596646912,37953511424,89771241472,323174400,4271968256,92643135488
7.700323820114136,538540,,130596646912,39851532288,87873216512,323174400,4271976448,90745114624
8.20240044593811,538544,34230,130596646912,41729392640,85995356160,323174400,4271976448,88867254272
8.726765871047974,538548,,130596646912,43649843200,84074905600,323174400,4271976448,86946803712
9.228799104690552,538556,39606,130596646912,46356037632,81368653824,323174400,4272128000,84240609280
9.778694868087769,538564,,130596646912,49356386304,78368329728,323174400,4271992832,81240260608
10.281383752822876,538568,43190,130596646912,51252469760,76472246272,323174400,4272013312,79344177152
10.80424690246582,538572,,130596646912,53174472704,74550243328,323174400,4272009216,77422174208
11.30624794960022,538576,48566,130596646912,55064297472,72660418560,323174400,4272009216,75532349440
11.881729125976562,538584,,130596646912,58830663680,68894031872,323174400,4272009216,71765983232
12.383899927139282,538588,52150,130596646912,60735881216,66988814336,323174400,4272009216,69860765696
12.907695293426514,538592,,130596646912,62629756928,65094938624,323174400,4272009216,67966889984
13.41118574142456,538600,57526,130596646912,64615686144,63109009408,323174400,4272009216,65980960768
13.978336095809937,538608,,130596646912,68314931200,59409764352,323174400,4272009216,62281715712
14.480074644088745,538612,61110,130596646912,70220144640,57504550912,323174400,4272009216,60376502272
15.00204062461853,538616,,130596646912,72101756928,55622938624,323174400,4272009216,58494889984
15.504925012588501,538620,66486,130596646912,74422398976,53302296576,323174400,4272009216,56174247936
16.06607222557068,538628,,130596646912,77797232640,49927462912,323174400,4272013312,52799414272
16.567883491516113,538632,70070,130596646912,79701762048,48022933504,323174400,4272013312,50894884864
17.088858366012573,538636,,130596646912,81587245056,46137450496,323174400,4272013312,49009401856
17.591529369354248,538640,75446,130596646912,83644338176,44080357376,323174400,4272013312,46952308736
18.1567964553833,538648,,130596646912,87279472640,40445222912,323174400,4272013312,43317174272
18.658544063568115,538660,79030,130596646912,89192042496,38537687040,323174400,4266979328,41404604416
19.1807701587677,538664,,130596646912,93004238848,34726084608,323174400,4266381312,37592408064
19.682482481002808,538672,86198,130596646912,96809361408,30920962048,323174400,4266381312,33787285504
20.20475459098816,538680,,130596646912,100583718912,27146600448,323174400,4266389504,30012928000
20.7078640460968,562408,93178,130596646912,103252475904,24477454336,323174400,4266778624,27344171008
21.255346536636353,702732,,130596646912,109424119808,18300497920,323174400,4272144384,21172527104
21.758089542388916,703300,104620,130596646912,116117274624,11607252992,323174400,4272173056,14479372288
22.291799783706665,703464,,130596646912,117473292288,10251231232,323174400,4272185344,13123354624
22.7948477268219,703464,105676,130596646912,117465362432,10259161088,323174400,4272189440,13131284480
23.329449892044067,703464,,130596646912,117461381120,10263142400,323174400,4272189440,13135265792
23.832833766937256,703464,105676,130596646912,117453381632,10271141888,323174400,4272189440,13143265280
24.36280345916748,703464,,130596646912,117458096128,10266427392,323174400,4272189440,13138550784
24.866011142730713,703464,105676,130596646912,117437714432,10286809088,323174400,4272189440,13158932480
25.398870944976807,703464,,130596646912,117419732992,10304790528,323174400,4272189440,13176913920
25.90258479118347,703464,105676,130596646912,117410684928,10313838592,323174400,4272193536,13185961984
26.438045501708984,703464,,130596646912,117417312256,10307211264,323174400,4272193536,13179334656
26.94114899635315,703464,105676,130596646912,117404160000,10320363520,323174400,4272193536,13192486912
27.47439432144165,703464,,130596646912,117380177920,10344345600,323174400,4272193536,13216468992
27.977482318878174,703464,105676,130596646912,117365010432,10359513088,323174400,4272197632,13231636480
28.509878396987915,703464,,130596646912,117374550016,10349973504,323174400,4272197632,13222096896
