row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,15.87,15.87,15.87,15.87,15.87,15.87,390.17,390.17
moe_gate_shape2048,1,8192,8192,16.22,16.22,16.22,16.22,16.22,16.22,389.3,389.3
