row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.28,16.28,16.28,16.28,16.28,16.28,392.42,392.42
exact_fast_repeat2,1,8192,8192,16.44,16.44,16.44,16.44,16.44,16.44,390.18,390.18
