ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,kvcache_bytes
2048,2048,393.84,128,14.04,52184460
4096,2048,394.35,128,13.91,80373132
6144,2048,387.93,128,13.82,108561804
8192,2048,384.04,128,13.63,136750476
