row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.05,16.05,16.05,16.05,16.05,16.05,394.44,394.44
moe_down_meta_cache,1,8192,8192,16.14,16.14,16.14,16.14,16.14,16.14,390.87,390.87
