t_s,rss_kib,cuda_used_mib,mem_total_bytes,mem_used_bytes,mem_free_bytes,mem_shared_bytes,mem_buff_cache_bytes,mem_available_bytes
0.0003573894500732422,8,,130596646912,3944620032,123756908544,10485760,3982774272,126652026880
0.5214924812316895,540408,,130596646912,6514262016,121187262464,325271552,4297584640,124082384896
1.0236046314239502,540408,3766,130596646912,8413802496,119287721984,325271552,4297584640,122182844416
1.5472807884216309,540412,,130596646912,10336075776,117365448704,325271552,4297584640,120260571136
2.049077033996582,540420,9142,130596646912,14138314752,113563205632,325271552,4297592832,116458332160
2.5707173347473145,540424,,130596646912,16063610880,111637909504,325271552,4297592832,114533036032
3.072467803955078,540428,12726,130596646912,17968553984,109732966400,325271552,4297592832,112628092928
3.5964295864105225,540436,,130596646912,21795782656,105905737728,325271552,4297592832,108800864256
4.098928213119507,540440,18102,130596646912,23705309184,103996211200,325271552,4297592832,106891337728
4.62093448638916,540444,,130596646912,25610018816,102091497472,325271552,4297592832,104986628096
5.122608423233032,540452,23478,130596646912,29419962368,98281553920,325271552,4297592832,101176684544
5.645199298858643,540460,,130596646912,31335571456,96365944832,325271552,4297592832,99261075456
6.147096157073975,540464,27062,130596646912,33239216128,94462300160,325271552,4297592832,97357430784
6.669230222702026,540468,,130596646912,36942131200,90759385088,325271552,4297592832,93654515712
7.171871185302734,540472,32438,130596646912,38948880384,88752586752,325271552,4297601024,91647766528
7.694504976272583,540476,,130596646912,40875786240,86825680896,325271552,4297601024,89720860672
8.19664740562439,540484,37814,130596646912,42896855040,84804612096,325271552,4297601024,87699791872
8.756955623626709,540488,,130596646912,46609145856,81092321280,325271552,4297601024,83987501056
9.2589430809021,540496,41398,130596646912,48513593344,79187816448,325271552,4297678848,82083053568
9.780570983886719,540504,,130596646912,51515166720,76186243072,325271552,4297678848,79081480192
10.283305883407593,540508,46774,130596646912,54234693632,73466716160,325271552,4297678848,76361953280
10.804605722427368,540512,,130596646912,56158027776,71543382016,325271552,4297678848,74438619136
11.306921482086182,540516,52150,130596646912,58053894144,69647572992,325271552,4297601024,72542752768
11.876174211502075,540524,,130596646912,61874733056,65826734080,325271552,4297601024,68721913856
