row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.09,16.09,16.09,16.09,16.09,16.09,389.15,389.15
moe_conststride_lazy_ratio4,1,8192,8192,16.42,16.42,16.42,16.42,16.42,16.42,387.65,387.65
