row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,15.96,15.96,15.96,15.96,15.96,15.96,392.74,392.74
mmq_moe_gate_up,1,8192,8192,2.59,2.59,2.59,2.59,2.59,2.59,390.36,390.36
