row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
compressor_lazy_ratio4,1,8192,8192,16.27,16.27,16.27,16.27,16.27,16.27,389.07,389.07
exact_fast,1,8192,8192,16.2,16.2,16.2,16.2,16.2,16.2,392.13,392.13
