row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,15.8,15.8,15.8,15.8,15.8,15.8,389.38,389.38
moe_gate_shape2048,1,8192,8192,16.05,16.05,16.05,16.05,16.05,16.05,388.23,388.23
moe_gate_shape2048_conststride,1,8192,8192,16.12,16.12,16.12,16.12,16.12,16.12,387.58,387.58
