row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
attn_a_direct_q8,1,8192,8192,16.07,16.07,16.07,16.07,16.07,16.07,391.78,391.78
exact_fast,1,8192,8192,16.15,16.15,16.15,16.15,16.15,16.15,393.68,393.68
