row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
attn_qb_rowpair,1,8192,8192,16.28,16.28,16.28,16.28,16.28,16.28,389.9,389.9
exact_fast,1,8192,8192,16.48,16.48,16.48,16.48,16.48,16.48,394.44,394.44
