row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.14,16.14,16.14,16.14,16.14,16.14,392.46,392.46
hc_expand_nhc4_special,1,8192,8192,16.11,16.11,16.11,16.11,16.11,16.11,391.84,391.84
