row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
attn_a_direct_q8,1,8192,8192,16.02,16.02,16.02,16.02,16.02,16.02,389.14,389.14
exact_fast,1,8192,8192,16.13,16.13,16.13,16.13,16.13,16.13,392.52,392.52
