row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
compressor_parallel_ratio4,1,8192,8192,16.02,16.02,16.02,16.02,16.02,16.02,390.04,390.04
exact_fast,1,8192,8192,16.04,16.04,16.04,16.04,16.04,16.04,392.02,392.02
