row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.54,16.54,16.54,16.54,16.54,16.54,393.78,393.78
graph_canonical_hc,1,8192,8192,16.35,16.35,16.35,16.35,16.35,16.35,390.98,390.98
