row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,15.92,15.92,15.92,15.92,15.92,15.92,376.84,376.84
moe_conststride_lazy_ratio4,1,8192,8192,16.07,16.07,16.07,16.07,16.07,16.07,377.25,377.25
