row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.14,16.14,16.14,16.14,16.14,16.14,393.98,393.98
ffn_parallel_shared,1,8192,8192,15.26,15.26,15.26,15.26,15.26,15.26,391.04,391.04
