row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,15.85,15.85,15.85,15.85,15.85,15.85,391.51,391.51
shape_gate_attn_qb_soa_b32,1,8192,8192,16.18,16.18,16.18,16.18,16.18,16.18,388.48,388.48
