row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
attn_a_hwarp16,1,8192,8192,16.08,16.08,16.08,16.08,16.08,16.08,390.82,390.82
exact_fast,1,8192,8192,16.16,16.16,16.16,16.16,16.16,16.16,394.29,394.29
