row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.06,16.06,16.06,16.06,16.06,16.06,392.41,392.41
soa_hc_expand,1,8192,8192,16.01,16.01,16.01,16.01,16.01,16.01,389.78,389.78
