row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
compressor_emit_only_unsafe,1,8192,8192,16.8,16.8,16.8,16.8,16.8,16.8,389.14,389.14
exact_fast,1,8192,8192,16.13,16.13,16.13,16.13,16.13,16.13,393.32,393.32
