row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,15.95,15.95,15.95,15.95,15.95,15.95,390.08,390.08
shape_gate_shared,1,8192,8192,16.03,16.03,16.03,16.03,16.03,16.03,388.06,388.06
