row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.05,16.05,16.05,16.05,16.05,16.05,393.71,393.71
moe_down_shape4096,1,8192,8192,16.04,16.04,16.04,16.04,16.04,16.04,389.6,389.6
moe_gate_shape2048,1,8192,8192,16.24,16.24,16.24,16.24,16.24,16.24,390.59,390.59
moe_shape_special,1,8192,8192,16.18,16.18,16.18,16.18,16.18,16.18,388.56,388.56
