row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.13,16.13,16.13,16.13,16.13,16.13,393.27,393.27
hc_expand_soa_ldg,1,8192,8192,15.84,15.84,15.84,15.84,15.84,15.84,389.48,389.48
