row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.07,16.07,16.07,16.07,16.07,16.07,392.24,392.24
f16_pair_fast_reduce,1,8192,8192,16.04,16.04,16.04,16.04,16.04,16.04,389.93,389.93
