row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
exact_fast,1,8192,8192,16.13,16.13,16.13,16.13,16.13,16.13,393.16,393.16
q8_batch1_cache_x,1,8192,8192,16.09,16.09,16.09,16.09,16.09,16.09,390.52,390.52
