row,rows,ctx_first,ctx_last,gen_first,gen_8192,gen_last,gen_mean,gen_max,gen_ss_mean,prefill_mean,prefill_max
attn_a_shape8192,1,8192,8192,15.95,15.95,15.95,15.95,15.95,15.95,386.78,386.78
exact_fast,1,8192,8192,16.04,16.04,16.04,16.04,16.04,16.04,389.57,389.57
moe_gate_shape2048,1,8192,8192,16.18,16.18,16.18,16.18,16.18,16.18,388.62,388.62
shape_gate_attn_a,1,8192,8192,16.16,16.16,16.16,16.16,16.16,16.16,387.58,387.58
